[binsearch] Starting up...
[binsearch] Number of cores available: '4'
100,4,0.000000,0.000274
100,4,0.000000,0.000164
100,4,0.000000,0.000161
100,4,0.000000,0.000198
100,4,0.000000,0.007938
100,4,0.000000,0.000055
100,4,0.000000,0.000054
100,4,0.000000,0.000055
100,4,0.000000,0.000051
100,4,0.000000,0.000051
100,4,0.000000,0.000061
100,4,0.000000,0.000054
100,4,0.000000,0.000053
100,4,0.000000,0.000054
100,4,0.000000,0.000058
100,4,0.000000,0.000053
100,4,0.000000,0.000058
100,4,0.000000,0.000073
100,4,0.000000,0.000107
100,4,0.000000,0.000063
100,4,0.000000,0.000050
100,4,0.000000,0.000053
100,4,0.000000,0.000055
100,4,0.000000,0.000048
100,4,0.000000,0.000054
100,4,0.000000,0.000056
100,4,0.000000,0.000049
100,4,0.000000,0.000049
100,4,0.000000,0.000052
100,4,0.000000,0.000063
100,4,0.000000,0.000049
100,4,0.000000,0.000051
100,4,0.000000,0.000051
100,4,0.000000,0.000051
100,4,0.000000,0.000049
100,4,0.000000,0.000052
100,4,0.000000,0.000053
100,4,0.000000,0.000049
100,4,0.000000,0.000051
100,4,0.000000,0.000050
100,4,0.000000,0.000049
100,4,0.000000,0.000052
100,4,0.000000,0.000051
100,4,0.000000,0.000048
100,4,0.000000,0.000051
100,4,0.000000,0.000050
100,4,0.000000,0.000049
100,4,0.000000,0.000049
100,4,0.000000,0.000052
100,4,0.000000,0.000049
100,4,0.000000,0.000047
100,4,0.000000,0.000056
100,4,0.000000,0.000049
100,4,0.000000,0.000049
100,4,0.000000,0.000051
100,4,0.000000,0.000052
100,4,0.000000,0.000051
100,4,0.000000,0.000051
100,4,0.000000,0.000050
100,4,0.000000,0.000051
100,4,0.000000,0.000050
100,4,0.000000,0.000050
100,4,0.000000,0.000055
100,4,0.000000,0.000048
100,4,0.000000,0.000051
100,4,0.000000,0.000049
100,4,0.000000,0.000054
100,4,0.000000,0.000053
100,4,0.000000,0.000048
100,4,0.000000,0.000049
100,4,0.000000,0.000057
100,4,0.000000,0.000051
100,4,0.000000,0.000049
100,4,0.000000,0.000052
100,4,0.000000,0.000051
100,4,0.000000,0.000048
100,4,0.000000,0.000048
100,4,0.000000,0.000054
100,4,0.000000,0.000049
100,4,0.000000,0.000051
100,4,0.000000,0.000047
100,4,0.000000,0.000052
100,4,0.000000,0.000049
100,4,0.000000,0.000051
100,4,0.000000,0.000052
100,4,0.000000,0.000050
100,4,0.000000,0.000050
100,4,0.000000,0.000050
100,4,0.000000,0.000052
100,4,0.000000,0.000056
100,4,0.000000,0.000049
100,4,0.000000,0.000052
100,4,0.000000,0.000050
100,4,0.000000,0.000052
100,4,0.000000,0.000048
100,4,0.000000,0.000048
100,4,0.000000,0.000055
100,4,0.000000,0.000047
100,4,0.000000,0.000052
100,4,0.000000,0.000051
[datagen] Beginning value generation.
[datagen] sorting values.
[datagen] post value generation and sorting.
[datagen] wrote OK response to socket.
[datagen] wrote '1000' bytes to socket. '9000' remaining bytes.
[datagen] wrote '1000' bytes to socket. '8000' remaining bytes.
[datagen] wrote '1000' bytes to socket. '7000' remaining bytes.
[datagen] wrote '1000' bytes to socket. '6000' remaining bytes.
[datagen] wrote '1000' bytes to socket. '5000' remaining bytes.
[datagen] wrote '1000' bytes to socket. '4000' remaining bytes.
[datagen] wrote '1000' bytes to socket. '3000' remaining bytes.
[datagen] wrote '1000' bytes to socket. '2000' remaining bytes.
[datagen] wrote '1000' bytes to socket. '1000' remaining bytes.
[datagen] wrote '1000' bytes to socket. '0' remaining bytes.
[datagen] Now exiting.
